Geneid	Length	SRR10758340	SRR10758341	SRR10758342	SRR10758343	SRR10758344	SRR10758345	SRR10758346	SRR10758347	SRR10758348	SRR10758349	SRR22746225	SRR22746226	SRR22746227	SRR22746228	SRR8508226	SRR8508227	SRR8508228	SRR8508229	SRR8508230	SRR8508231	SRR8508232	SRR8508233	SRR5877048	SRR5877049	SRR5877050	SRR5877051	SRR5877052	SRR5877053	SRR5877054	SRR5877055	SRR5877056	SRR5877057	SRR5877058	SRR5877059	SRR5877060	SRR5877061	SRR6715625	SRR6715626	SRR6715627	SRR6715628	SRR6715629	SRR6715630
EQU24_RS00605	783	1188	1225	171	964	772	628	171	97	802	1585	1968	1652	1541	1193	3208	3366	2434	3023	1780	2565	2640	1859	10796	8177	5083	3771	2734	3290	4224	4611	3381	5086	3806	4648	4547	2262	2063	1337	1188	7397	6425	5784
EQU24_RS00610	573	1897	2340	1100	1466	1614	901	972	451	1500	2284	11502	7969	7995	6270	4004	4397	3632	4959	2006	3205	3948	2578	14346	10744	5757	4838	1949	3035	3579	4903	2890	5211	2998	5915	4019	2923	1283	1095	593	8197	6196	5892
EQU24_RS00620	1776	1966	2579	605	1661	2806	1801	735	366	2126	3140	16970	11791	13732	11442	3841	3936	3260	3666	2490	3553	4168	2458	15250	11169	6339	4748	2744	3925	5181	5043	3309	5500	6405	4864	4612	4509	2715	2217	1577	9255	6964	6588
EQU24_RS00625	1535	6239	4751	822	23186	659	3432	699	455	2240	2951	180712	324318	211296	230573	5741	60325	6570	18466	1065626	40745	5993	304196	36775	55293	15226	66516	49293	9400	9698	5149	46104	6489	28971	79395	15436	35995	13734	248400	5531	16358	22514	8721
EQU24_RS00630	77	87	168	30	22	98	94	47	17	155	196	34676	27165	18379	19332	249	294	184	572	84	175	424	136	25057	26297	6636	5092	17680	27131	27678	19686	10322	17861	9031	4327	11019	5998	9460	6627	12884	24831	17181	16087
EQU24_RS00635	76	115	136	68	27	67	47	72	75	78	119	1551	1131	801	832	621	620	548	952	228	351	676	311	29966	31273	8050	5035	9432	7293	13145	7910	5869	7456	2696	1965	5184	2978	10142	2155	3154	8610	6395	6251
EQU24_RS00640	2896	8234	5985	10748	29262	1413	3953	8695	4076	3176	4567	1023744	1335188	1094887	1328460	12873	185408	14884	35553	1244953	125988	10756	917487	63017	90222	24353	13798	94551	11550	9342	8499	90243	11052	55588	154812	29142	80452	33775	43853	13929	14256	28443	10447
EQU24_RS00645	116	23	8	1480	13	15	11	1755	806	18	22	353	280	253	274	7	26	8	27	19	18	12	56	1635	1202	508	629	3699	130	181	105	1461	115	250	131	211	174	909	50	42	176	173	161
EQU24_RS00650	1137	265	351	206	232	941	567	217	207	460	1216	5978	4139	4846	4230	1842	1700	1526	1516	1819	2374	2068	1272	5030	4230	2224	1520	877	1415	1717	2005	1196	2163	1948	1443	1275	1495	831	682	553	3781	2461	2364
EQU24_RS00655	783	257	350	191	215	644	372	181	153	351	693	3399	2298	2804	2052	1017	921	834	782	887	1223	1026	626	3485	3053	1495	1098	610	899	1282	1183	710	1319	1053	881	837	927	743	559	391	2396	1618	1498
EQU24_RS00660	915	345	546	95	322	809	649	80	71	467	993	4856	3410	3720	3175	1334	1196	1190	1185	1269	1550	1569	1011	4287	3216	2077	1622	1038	1449	1772	1563	1083	1892	2454	1238	1748	1205	1051	998	601	3535	2552	2246
EQU24_RS00665	519	159	280	384	139	736	459	499	369	339	690	5910	3978	4217	3994	1316	1251	1105	1216	877	1437	1419	902	3728	3362	1488	1038	844	1288	1840	1373	788	1517	1337	895	990	1073	792	569	531	2412	1589	1534
EQU24_RS00670	597	149	2366	439	281	2204	774	983	1378	290	1474	4094	2594	4848	4930	623	546	458	494	423	560	586	424	2252	1941	888	583	433	769	1122	834	387	779	1353	962	1835	673	1056	574	306	1620	1104	998
EQU24_RS00675	1884	334	1953	1319	477	1546	854	2502	3304	508	11678	12576	10315	13483	17555	1975	2310	1739	1966	1078	1765	2098	1378	8305	7557	2763	1827	1668	2290	3518	2778	1587	2892	2339	1980	2745	1617	2808	1446	1519	5292	3896	3531
EQU24_RS00680	1308	1244	1017	2074	1628	1272	860	2188	1373	1237	51460	35783	34249	41896	64568	3652	5111	3369	4817	2240	3314	4110	2971	19089	19000	6223	4355	2023	3095	4564	4798	2194	4693	3436	5278	2891	2240	3643	1858	2502	7727	5735	5409
EQU24_RS00685	276	238	222	292	446	571	372	342	208	201	15455	10858	8825	13463	20411	548	707	465	748	292	426	598	405	3470	3387	1101	841	293	550	757	873	398	966	638	694	536	429	1134	662	851	1692	1127	1055
EQU24_RS00690	597	286	279	347	421	1686	1328	558	350	478	20850	12212	9128	14266	20361	1018	1528	951	1444	687	931	1118	1043	8918	7751	2802	2418	837	1335	1743	2180	1062	2149	1135	1594	1172	1138	4082	2556	3791	3735	2198	1987
EQU24_RS00695	264	205	337	81	144	579	297	100	96	167	387	1066	792	784	781	924	1133	782	1262	515	733	994	773	4807	4128	1819	1270	889	1095	1620	1593	1110	1661	1092	983	1057	1151	1276	703	523	2150	1770	1622
EQU24_RS00700	684	145	289	145	153	660	414	203	170	264	837	3827	2638	2400	2306	1420	1615	1446	2057	697	1178	1738	1178	8544	7821	3270	1829	1344	2036	3173	3240	1680	3441	1843	1231	1633	1584	1211	712	580	4872	3622	3397
EQU24_RS00705	1038	756	1039	977	840	2920	1992	970	582	1405	4486	9968	7194	6596	5657	4896	5864	4386	5135	3034	4443	5366	4279	13601	12525	5452	3971	2270	3498	5688	4805	2724	5374	4820	4501	2894	3016	3359	2021	1202	7458	5359	5001
EQU24_RS00710	1134	847	1103	1790	869	2288	1720	1636	1069	1213	2794	16532	11320	9763	8273	2963	3654	2946	3386	1837	2719	3647	2456	9622	8972	4234	2959	1839	2624	4300	3467	2107	3631	3427	3756	2655	2792	1723	991	789	4439	3287	3171
EQU24_RS00715	810	186	356	818	225	736	606	926	521	506	1018	4483	3023	2774	2773	1243	1265	1133	1281	619	982	1331	910	6683	5879	2319	1496	1686	2166	3309	2760	1741	2646	2072	930	1540	1506	1870	1089	1141	3424	2554	2428
EQU24_RS00720	900	357	447	623	162	719	461	619	386	386	2028	8804	6186	5715	5784	2231	2756	2457	3112	1098	1980	2239	1967	15497	13959	6035	4240	3697	5265	7915	7307	4135	7422	4581	3866	4154	3011	2733	1424	1152	10807	7086	6563
EQU24_RS00725	675	247	383	413	193	890	665	444	264	565	1160	5421	4073	3690	3615	2465	2639	1799	2309	1336	1777	1989	1706	12936	12495	3987	2676	2541	3491	4475	4345	2146	4063	2966	1242	1938	1820	4939	3097	3458	4821	3759	3447
EQU24_RS00730	1227	283	397	408	180	616	462	516	341	385	1155	4105	3000	2664	2476	1842	2231	1825	2536	1026	1643	2139	1576	10365	9079	3646	2440	2655	3387	5433	4548	3013	4903	2740	1631	2235	2073	2426	1417	1223	6607	4785	4327
EQU24_RS00735	456	192	228	83	118	225	167	116	66	201	541	1188	917	778	658	469	540	389	637	303	409	505	496	4206	3625	1759	1421	838	1511	1979	1727	959	2009	1170	872	982	627	909	798	376	3471	2122	1832
EQU24_RS00740	2541	1558	1825	1948	1185	1796	1425	2155	1264	1652	3427	15204	11462	10644	8668	3236	3815	2770	4330	1942	2796	3566	2505	18622	15114	8434	6033	5549	6908	9489	7369	5025	7643	7398	5285	6109	4062	3915	2709	1832	12305	9135	8224
EQU24_RS00745	912	417	576	1275	388	541	447	1490	792	575	1406	5103	3882	3573	3078	1050	1182	1062	1656	559	881	1257	822	8275	7007	3636	2603	2290	3103	4084	3918	2357	4090	2919	2153	1760	1582	1666	1029	673	5792	4409	4019
EQU24_RS00750	921	539	776	1705	330	857	611	1988	1112	632	1936	14109	9650	9906	9327	2138	2470	2107	2556	1238	1876	2212	1588	12568	11981	4800	3435	2359	3697	5240	5587	2796	5275	4984	2753	2817	3089	3455	1737	1628	7153	5162	4857
EQU24_RS00760	576	746	759	2538	525	753	458	2178	1137	427	1670	10941	8208	7077	6038	2250	3132	2114	3315	1128	1738	2282	1850	11442	11219	3850	2581	2503	3691	5851	6158	3220	6140	2647	3924	2974	2471	2309	1409	1254	8555	6179	5620
EQU24_RS00765	828	754	843	1659	559	1095	714	1647	1061	497	2398	11234	8078	7006	6542	3263	4285	3537	5448	1711	2718	3844	2726	19409	18468	7416	5179	4754	5987	9127	11022	6516	10439	5471	7225	5781	4121	3391	1691	1800	15102	10289	9990
EQU24_RS00770	993	277	423	320	141	723	539	541	329	413	1720	3539	2618	2668	2577	2241	2827	2071	2550	1144	1966	2299	2123	11501	10555	4161	2927	1938	3007	4466	4699	2756	5153	3681	1340	1960	2474	2844	2077	1583	6954	5013	4408
EQU24_RS00775	717	335	591	261	257	667	532	448	244	484	1644	6763	4716	4894	4410	2029	2206	2004	2182	1471	2200	2248	1662	9662	8510	3854	2336	2220	2960	4448	3876	2462	4172	2890	1272	1830	2246	2083	1297	1200	5959	4448	4205
EQU24_RS00785	450	167	252	264	104	329	229	347	277	153	581	3112	2282	1748	1552	1005	1303	1089	1536	523	819	1190	839	4734	4086	1772	1242	975	1559	2167	2016	1056	1965	1031	814	1044	811	892	491	419	3269	2603	2509
EQU24_RS00790	798	246	233	556	155	214	188	634	411	184	469	7018	5053	4415	3877	1236	1330	1176	1347	593	945	1325	955	3851	3514	1675	1408	963	1019	1604	1313	1052	1449	1257	1576	1283	880	957	676	499	2653	2205	1812
EQU24_RS00795	2205	415	666	1215	370	857	619	1658	1142	585	1626	11988	8409	8371	7817	2001	2390	2206	3032	1091	1856	2700	1635	15023	13666	5225	3378	4384	5536	8404	7255	4744	7358	4414	2020	2698	2838	5101	2485	3122	10635	8068	7573
EQU24_RS00800	1761	1097	1255	1956	742	956	678	2060	1350	859	2847	16029	11114	10086	9462	3564	4548	3572	5343	1816	3028	3802	3025	21018	19191	8225	5789	6989	9120	14365	11622	7136	12164	6272	7058	6350	4580	4049	2680	3019	17341	11828	10911
EQU24_RS00805	591	484	584	798	323	396	312	887	559	416	1054	8103	6263	5338	4572	965	1180	884	1707	499	822	1322	696	7929	7121	3559	2131	2611	3484	5495	3984	2398	4203	2807	2130	2214	1850	1711	885	1388	5630	4287	3910
EQU24_RS00820	411	134	207	515	68	210	156	648	448	199	393	2732	1891	2029	1800	392	404	329	425	221	313	399	302	3206	3104	1049	812	475	758	1133	1103	580	1102	938	506	680	870	753	481	409	1381	965	909
EQU24_RS00825	1104	436	757	1119	252	909	647	1458	996	651	1318	14168	9842	9820	9030	2464	2791	2231	2389	1423	2195	2355	1908	12362	12187	4571	2981	1887	2977	3974	4806	2393	4714	4684	2121	2865	3511	3041	1780	1845	6130	4624	4453
EQU24_RS00830	804	271	421	963	221	519	401	1162	883	423	1163	11565	8098	7145	6241	1970	2223	2068	2310	1241	1961	2242	1330	9286	8691	3836	2404	1844	2860	3980	4470	2050	4456	3402	3134	2916	2484	1160	703	709	7083	4920	4675
EQU24_RS00835	1035	656	945	1815	496	817	580	1972	1437	755	1848	18201	12420	11491	9929	2776	3381	2740	3712	2031	2950	3259	2189	15601	14941	5785	3745	3583	6037	8646	7946	3535	7816	4586	3520	4203	3422	2069	1370	1452	11597	8069	7468
EQU24_RS00840	591	546	667	872	310	679	565	955	648	528	1460	14705	10368	8705	7403	2081	2334	1848	2315	1766	2344	2552	1439	9158	8801	3966	2547	2134	3373	5064	4610	2343	4764	2626	2373	2226	2138	1379	904	840	6575	4498	4181
EQU24_RS00845	1488	856	1162	1495	588	1315	860	1316	926	796	2247	13572	9496	7703	7054	3868	4526	3918	5318	2554	3867	4638	2889	21953	20816	8947	6046	4342	6715	10822	10804	5229	10502	4844	5941	5254	4420	3959	2208	2292	15662	10663	10047
EQU24_RS00850	873	307	381	417	276	338	242	492	382	232	707	5371	3424	3421	3028	754	935	744	1064	408	636	919	618	4069	3825	1730	1190	756	1290	1870	1923	940	1910	1435	1383	1344	1095	558	369	303	3063	2160	2081
EQU24_RS00855	1455	399	666	568	295	1517	1101	885	702	679	1613	17601	11353	12376	10872	2627	2813	2397	2927	1426	2333	3182	1858	12257	12023	3939	2544	1924	2839	3770	4069	2234	4116	3558	2012	2422	3108	3137	1885	1724	5490	4062	3729
EQU24_RS00860	660	153	334	230	135	969	726	405	269	414	959	11407	7729	7922	6951	2095	2317	1976	2361	1343	1960	2466	1522	6647	6490	2844	2066	1070	1355	2017	2130	1369	2332	2444	1541	1571	1677	1872	1072	886	3255	2275	1944
EQU24_RS00865	1149	501	662	973	441	1615	945	1111	585	900	2366	11221	7870	8088	7931	2916	3564	2626	3673	1482	2368	3098	2438	17644	16009	6754	4360	6039	6306	9794	8645	6500	8908	7230	4004	5147	5486	6587	3393	5160	12292	9854	9004
EQU24_RS00870	642	77	183	601	95	270	202	669	482	215	587	5104	3395	3739	3298	827	1023	745	800	514	683	694	736	3467	2692	1513	1061	1246	1346	2453	1912	1391	2078	1724	1057	1362	958	727	430	368	3411	2408	2231
EQU24_RS00875	1941	1257	1747	1290	947	1858	1400	1374	842	1281	2760	23156	16479	15317	12946	4451	5688	4443	6195	2614	4004	5178	3880	19837	17856	9261	6398	4463	5990	9076	7107	5321	8773	6784	6872	6135	4835	3996	2483	2271	13949	10103	8378
EQU24_RS00880	222	325	402	420	325	354	202	501	301	267	448	3145	2796	2539	2455	663	588	563	820	247	412	781	271	4066	4456	1561	798	1522	2639	2773	2594	1190	2079	1052	524	1015	1043	3867	2862	2034	2245	2548	2339
EQU24_RS00885	690	129	245	832	107	210	216	994	733	220	695	6530	4156	4425	3837	699	852	625	796	333	644	877	433	4454	4460	1942	1251	1475	2053	2789	2434	1419	2412	1970	878	1410	1142	937	571	775	3665	2723	2538
EQU24_RS00890	978	1452	1470	2912	808	725	595	2435	1611	730	2928	16644	11666	9427	7878	2554	3842	2588	4548	1344	2095	3190	2135	23878	23220	10637	6742	6352	9972	15075	12785	6621	13288	4395	8114	6370	3972	3983	2088	2817	21354	14711	13997
EQU24_RS00895	1071	954	1160	1238	521	973	724	1178	772	581	2707	10675	7372	7014	6146	4013	5412	3898	4899	2038	3433	3585	3405	20940	18428	9837	6659	7063	10228	15528	14819	7714	14783	5368	6676	6630	4497	4146	2883	2929	24758	16395	15295
EQU24_RS00900	1815	202	281	578	175	439	350	684	455	269	795	7330	5190	4855	4211	1102	1370	1031	1349	682	1007	1290	835	5772	5577	2050	1290	1076	1580	2454	2254	1178	2237	1847	1071	1207	1211	1461	918	919	3524	2532	2336
EQU24_RS00905	1941	174	228	126	83	621	340	298	178	260	503	3713	2572	2605	2430	1485	1644	1298	1622	885	1263	1661	1015	5390	4982	1918	1272	860	1266	1893	1792	1030	1942	1085	841	1088	1144	1714	1095	1089	2810	1983	1884
EQU24_RS00910	312	125	221	61	83	468	225	103	66	189	603	1894	1449	1428	1352	848	751	839	846	704	986	1210	524	3219	2806	1487	929	624	821	1257	1091	809	1202	809	871	635	745	722	468	393	2185	1646	1477
EQU24_RS00915	315	198	274	67	98	339	245	90	38	154	665	1075	830	730	685	746	815	853	987	626	949	1160	553	3653	2685	1610	1431	803	1249	1694	1557	977	1824	1314	1183	979	857	667	676	308	3278	2198	1865
EQU24_RS00920	201	141	230	72	94	321	175	58	43	139	591	975	789	749	742	461	538	464	555	455	558	577	516	3387	2671	1431	1006	577	850	1325	1188	621	1303	823	575	594	621	657	441	242	1980	1471	1238
EQU24_RS00925	246	72	118	70	39	164	114	116	58	166	385	792	631	657	705	411	403	412	453	197	359	402	229	2577	2520	854	502	845	1217	1497	1394	821	1417	930	491	718	801	714	525	467	1945	1586	1292
EQU24_RS00930	375	85	128	149	101	330	227	182	122	209	636	1726	1133	1188	1118	645	708	632	690	495	733	760	479	3404	3149	1193	827	909	1470	1868	1722	901	1797	1054	388	715	731	1060	629	655	2715	1970	1622
EQU24_RS00940	231	2038	6830	225	1794	1112	970	327	775	125	287	8708	4302	8286	5781	422	385	345	436	214	317	431	202	1712	1826	970	591	679	889	1747	2814	1556	2365	798	1290	482	479	7562	6602	575	1517	1524	1390
EQU24_RS00945	171	513	3233	1	546	1318	777	17	34	368	1292	7761	5036	6179	5174	1898	2573	1563	2081	1090	1507	1474	1811	10251	8513	4640	3337	2212	5138	6167	6155	2261	6436	4200	1859	3366	3226	2550	1974	1039	8878	6058	5786
EQU24_RS00950	291	2191	6584	183	1270	2389	1087	179	224	778	3617	8247	6080	6594	5387	2903	3319	2813	3952	1244	2138	2932	1884	27921	23827	12776	8650	6945	8466	11745	11674	7468	10794	8359	5474	6326	6007	5956	3106	1374	15041	11528	11047
EQU24_RS00955	609	952	2283	819	876	1646	1109	643	772	583	2112	6453	4224	4663	3700	2528	2514	2120	2241	1803	2748	2543	1808	11362	10077	4103	2817	2307	3803	5644	3905	1911	4212	2345	2227	2080	2139	2021	1450	883	6302	4395	4140
EQU24_RS00960	2451	1949	3948	3075	1797	1180	1077	3182	3609	1159	3351	18449	12331	11954	9483	4052	4512	3723	4759	3030	4370	4496	2969	23764	21330	9941	6583	7719	10746	17060	11536	6468	11880	6831	5471	5662	4869	6110	3746	2241	16555	12489	11540
EQU24_RS00965	828	446	1006	1676	565	390	347	2097	2146	446	1242	10324	7316	6453	5128	1357	1608	1246	1926	827	1259	1715	1042	8026	7295	2951	1770	2740	3406	4627	3512	2499	3821	2568	1268	1681	1923	1706	948	782	4972	4028	3608
EQU24_RS00970	846	190	493	950	195	428	367	1281	1479	307	827	7800	5650	5572	4927	1307	1475	1298	1510	805	1233	1541	978	6447	6632	2241	1426	1742	1980	2794	2723	1926	2662	2303	1113	1288	1671	1657	770	728	3258	2525	2304
EQU24_RS00975	843	180	527	505	255	234	222	708	677	225	448	5110	3713	3579	3113	970	1159	909	1180	633	928	1250	752	4437	3789	1801	1255	1070	1374	2232	2155	1314	2174	1733	1199	1266	1407	1217	797	681	2814	2126	1992
EQU24_RS00980	657	59	167	252	67	143	94	527	511	122	221	1863	1380	1376	1305	607	637	633	797	372	636	816	540	2510	2191	1075	707	756	1022	1546	1352	823	1337	1053	685	821	992	513	371	309	1745	1235	1153
EQU24_RS00985	1149	57	148	703	85	241	179	1212	1319	160	249	3829	2902	2498	2253	541	587	565	650	366	516	775	463	3026	2955	1010	668	785	1024	1659	1217	769	1290	854	493	699	828	793	387	450	1524	1154	1052
EQU24_RS00990	723	351	829	533	338	146	129	769	726	509	391	11260	10757	8693	6779	1635	1983	1502	1697	702	1129	1832	1298	6175	5443	1779	1354	778	1000	1473	1404	1042	1649	1826	3092	1615	1230	504	319	216	1840	1396	1349
EQU24_RS00995	417	17	81	130	33	96	79	238	174	106	151	2315	1867	2076	1609	239	342	283	269	195	239	342	221	1259	1083	436	294	167	341	412	416	210	450	510	253	297	215	177	128	90	625	415	421
EQU24_RS01000	183	18	42	33	13	79	66	59	32	68	162	3905	2723	3402	2627	229	277	251	282	137	234	258	172	948	928	300	198	124	204	249	278	136	283	446	153	276	194	118	82	102	472	280	256
EQU24_RS01005	321	50	90	198	30	200	138	318	261	175	317	4304	3225	3410	2941	464	538	408	508	287	468	521	352	1895	1858	691	478	489	528	829	648	431	633	720	350	584	402	384	208	212	947	636	655
EQU24_RS01010	2622	590	810	1637	385	1109	745	1810	1516	725	1739	10415	7335	7021	6437	2266	2562	1760	2158	1177	1921	2256	1620	13779	12781	4839	3036	3901	5766	8167	6265	3293	6131	3579	1955	3156	2357	3892	2296	2489	9913	6943	6478
EQU24_RS01015	1164	291	400	282	192	1123	775	358	201	484	1638	4852	3617	3694	3666	2008	2021	1709	2211	982	1412	2050	1284	7539	7178	2790	1780	1888	3397	4255	3852	1932	4150	3213	1024	1871	1999	2784	2086	3073	5726	4183	3683
EQU24_RS01020	1089	404	326	525	249	690	365	455	220	298	1182	3888	2813	2943	2821	705	1018	710	1033	432	702	850	640	4283	3903	1604	1348	879	1141	1839	1508	1026	1673	1147	955	828	656	1460	683	499	2496	1747	1443
EQU24_RS01025	1230	158	203	519	153	489	319	498	265	255	758	2901	2067	2039	1915	674	727	633	767	490	712	737	516	4205	4001	1658	1070	625	1197	1679	1890	826	1982	1023	650	737	669	1022	746	597	3183	2044	1808
EQU24_RS01030	354	9	36	266	22	22	28	258	124	39	113	535	326	368	309	82	114	94	146	39	95	127	76	659	670	266	185	90	186	272	287	171	310	254	180	163	157	163	74	91	523	344	299
EQU24_RS01035	705	84	132	124	76	141	88	116	49	105	243	3695	2766	2388	1839	496	674	480	694	215	399	523	409	1965	1811	811	539	464	501	725	930	610	963	913	1163	676	637	354	288	320	1534	1045	868
EQU24_RS01040	228	45	79	35	39	82	69	45	33	72	125	1014	810	824	711	130	190	124	190	65	123	146	130	1151	996	466	342	354	293	419	472	342	474	412	299	252	258	373	155	207	686	543	479
EQU24_RS22175	315	58	78	16	52	81	69	17	7	56	137	613	487	367	336	114	147	128	303	60	123	250	99	1086	1054	513	295	312	344	559	545	340	554	348	264	205	249	302	180	221	1001	819	763
EQU24_RS22665	399	21	36	43	26	43	29	42	31	35	71	410	298	248	226	92	105	71	129	40	81	123	56	889	747	408	235	159	223	368	346	218	410	231	142	129	147	196	130	102	710	549	497
EQU24_RS01050	873	51	52	131	48	113	84	148	63	95	180	1505	1116	946	833	273	319	265	318	128	232	304	248	1370	1219	593	413	273	365	597	626	356	661	475	369	293	382	322	214	207	1129	723	671
EQU24_RS01055	360	21	30	56	14	49	44	85	45	47	88	470	379	365	342	93	106	74	90	52	94	92	87	370	286	163	138	82	108	150	163	107	158	130	79	83	94	120	103	96	264	226	168
EQU24_RS22845	273	53	63	29	64	54	37	36	27	36	102	83	59	60	37	66	88	48	84	43	61	86	68	493	300	269	221	143	176	263	187	215	262	182	142	120	108	204	168	147	392	320	289
EQU24_RS01060	891	106	168	357	154	234	165	377	300	157	359	1136	879	845	814	353	399	301	396	236	338	405	298	1938	1425	825	661	617	730	1219	834	527	1022	608	430	398	405	617	482	389	1426	1253	975
EQU24_RS01065	252	268	340	121	197	967	709	171	75	395	849	4350	3309	2898	2642	947	1134	955	1376	629	1015	1387	853	2477	2105	949	664	747	1116	1447	1311	907	1602	1238	1124	1060	969	484	540	445	2256	1427	1263
EQU24_RS01070	1581	1514	2295	1682	1338	2651	1998	1945	1344	1307	3350	18522	14027	10487	9701	4738	6010	4834	6831	2805	4507	6254	4707	15941	16190	6224	3733	3113	4359	6946	7111	4014	7066	5255	3802	3289	3461	3423	2042	2102	10103	7173	6687
EQU24_RS01075	732	553	808	207	456	767	614	289	121	568	892	5343	3944	3844	3284	1349	1652	1260	1757	954	1367	1620	1444	3537	2497	1683	1622	870	1181	1887	1290	989	1663	2371	1564	1439	1029	920	822	473	2403	1818	1460
EQU24_RS01080	588	80	132	326	60	177	135	403	200	106	263	1635	1151	1051	924	513	631	618	762	344	531	833	431	2546	2228	890	654	981	1118	1900	1234	844	1293	1095	551	699	573	844	548	477	1637	1357	1113
EQU24_RS01085	369	62	123	397	38	303	174	557	303	161	449	2696	1846	1825	1635	705	832	737	752	470	734	932	635	3197	2772	1244	782	625	1149	1699	1213	530	1328	910	433	521	529	795	502	542	1765	1335	1319
EQU24_RS01090	354	71	99	251	71	218	171	367	219	145	332	1536	1034	1060	1021	524	731	549	658	355	581	765	492	2066	1863	896	619	547	701	1059	961	587	956	816	508	542	471	460	341	292	1626	1107	1050
EQU24_RS01095	528	156	356	210	117	600	370	198	83	342	917	3686	2868	2591	2586	1776	2276	1670	2067	1064	1477	1823	1684	8193	7737	2924	1906	1289	2205	3054	3388	1712	3541	1686	905	1296	1480	2910	2344	2247	4643	3212	2848
EQU24_RS01100	786	88	158	237	72	311	181	285	164	130	430	2926	2021	1882	1649	654	817	732	908	377	654	805	659	3571	3364	1331	885	645	1073	1823	1598	841	1759	753	441	584	591	913	626	500	2482	1844	1773
EQU24_RS01105	1212	236	315	213	130	300	181	221	132	160	415	2691	1881	1996	1915	745	997	749	1249	505	762	1043	781	4211	4018	1583	1191	963	1184	1741	1660	927	1739	1416	967	913	1023	1091	707	560	2578	1975	1761
EQU24_RS01110	885	129	154	224	208	400	400	158	112	187	164	3337	2415	2047	1799	1056	1010	765	861	676	915	1084	666	2198	1800	1258	1123	367	578	759	609	411	818	1087	1036	655	470	753	700	313	1541	1227	912
EQU24_RS01115	198	56	105	61	47	232	101	51	45	90	165	1562	978	1418	1147	264	260	250	200	121	195	194	217	583	491	223	165	135	235	261	271	146	291	332	140	204	223	127	149	95	421	305	310
EQU24_RS01120	249	3	11	39	5	52	33	34	25	24	78	339	254	342	270	36	38	31	48	18	35	50	20	1118	1117	375	225	144	228	357	344	125	297	242	77	162	168	222	134	127	473	370	307
EQU24_RS01125	654	27	54	141	32	85	82	126	101	45	98	282	187	160	148	110	135	106	160	41	77	171	97	972	911	452	227	251	411	568	502	294	514	231	187	171	176	232	145	114	1087	727	665
